Izin_Adi,Tam_Deger,Koruma_Seviyesi,Aciklama
MANAGE_DEVICE_POLICY_PROFILES,android.permission.MANAGE_DEVICE_POLICY_PROFILES,internal,"Allows an application to set policy related to profiles. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_PROFILES"""
MANAGE_DEVICE_POLICY_PROFILE_INTERACTION,android.permission.MANAGE_DEVICE_POLICY_PROFILE_INTERACTION,internal,"Allows an application to set policy related to interacting with profiles (e.g. Disallowing cross-profile copy and paste). Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_PROFILE_INTERACTION"""
MANAGE_DEVICE_POLICY_PROXY,android.permission.MANAGE_DEVICE_POLICY_PROXY,internal,"Allows an application to set a network-independent global HTTP proxy. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_PROXY"""
MANAGE_DEVICE_POLICY_QUERY_SYSTEM_UPDATES,android.permission.MANAGE_DEVICE_POLICY_QUERY_SYSTEM_UPDATES,internal,"Allows an application query system updates. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_QUERY_SYSTEM_UPDATES"""
MANAGE_DEVICE_POLICY_RESET_PASSWORD,android.permission.MANAGE_DEVICE_POLICY_RESET_PASSWORD,internal,"Allows an application to force set a new device unlock password or a managed profile challenge on current user. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_RESET_PASSWORD"""
MANAGE_DEVICE_POLICY_RESTRICT_PRIVATE_DNS,android.permission.MANAGE_DEVICE_POLICY_RESTRICT_PRIVATE_DNS,internal,"Allows an application to set policy related to restricting the user from configuring private DNS. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_RESTRICT_PRIVATE_DNS"""
MANAGE_DEVICE_POLICY_RUNTIME_PERMISSIONS,android.permission.MANAGE_DEVICE_POLICY_RUNTIME_PERMISSIONS,internal,"Allows an application to set the grant state of runtime permissions on packages. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_RUNTIME_PERMISSIONS"""
MANAGE_DEVICE_POLICY_RUN_IN_BACKGROUND,android.permission.MANAGE_DEVICE_POLICY_RUN_IN_BACKGROUND,internal,"Allows an application to set policy related to users running in the background. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_RUN_IN_BACKGROUND"""
MANAGE_DEVICE_POLICY_SAFE_BOOT,android.permission.MANAGE_DEVICE_POLICY_SAFE_BOOT,internal,"Allows an application to manage safe boot policy. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SAFE_BOOT"""
MANAGE_DEVICE_POLICY_SCREEN_CAPTURE,android.permission.MANAGE_DEVICE_POLICY_SCREEN_CAPTURE,internal,"Allows an application to set policy related to screen capture. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SCREEN_CAPTURE"""
MANAGE_DEVICE_POLICY_SCREEN_CONTENT,android.permission.MANAGE_DEVICE_POLICY_SCREEN_CONTENT,internal,"Allows an application to set policy related to the usage of the contents of the screen. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SCREEN_CONTENT"""
MANAGE_DEVICE_POLICY_SECURITY_LOGGING,android.permission.MANAGE_DEVICE_POLICY_SECURITY_LOGGING,internal,"Allows an application to set policy related to security logging. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SECURITY_LOGGING"""
MANAGE_DEVICE_POLICY_SETTINGS,android.permission.MANAGE_DEVICE_POLICY_SETTINGS,internal,"Allows an application to set policy related to settings. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SETTINGS"""
MANAGE_DEVICE_POLICY_SMS,android.permission.MANAGE_DEVICE_POLICY_SMS,internal,"Allows an application to set policy related to sms. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SMS"""
MANAGE_DEVICE_POLICY_STATUS_BAR,android.permission.MANAGE_DEVICE_POLICY_STATUS_BAR,internal,"Allows an application to set policy related to the status bar. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_STATUS_BAR"""
MANAGE_DEVICE_POLICY_SUPPORT_MESSAGE,android.permission.MANAGE_DEVICE_POLICY_SUPPORT_MESSAGE,internal,"Allows an application to set support messages for when a user action is affected by an active policy. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SUPPORT_MESSAGE"""
MANAGE_DEVICE_POLICY_SUSPEND_PERSONAL_APPS,android.permission.MANAGE_DEVICE_POLICY_SUSPEND_PERSONAL_APPS,internal,"Allows an application to set policy related to suspending personal apps. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SUSPEND_PERSONAL_APPS"""
MANAGE_DEVICE_POLICY_SYSTEM_APPS,android.permission.MANAGE_DEVICE_POLICY_SYSTEM_APPS,internal,"Allows an application to manage policy related to system apps. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SYSTEM_APPS"""
MANAGE_DEVICE_POLICY_SYSTEM_DIALOGS,android.permission.MANAGE_DEVICE_POLICY_SYSTEM_DIALOGS,internal,"Allows an application to set policy related to system dialogs. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SYSTEM_DIALOGS"""
MANAGE_DEVICE_POLICY_SYSTEM_UPDATES,android.permission.MANAGE_DEVICE_POLICY_SYSTEM_UPDATES,internal,"Allows an application to set policy related to system updates. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_SYSTEM_UPDATES"""
MANAGE_DEVICE_POLICY_THREAD_NETWORK,android.permission.MANAGE_DEVICE_POLICY_THREAD_NETWORK,internal,"Allows an application to set policy related to Thread network. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_THREAD_NETWORK"""
MANAGE_DEVICE_POLICY_TIME,android.permission.MANAGE_DEVICE_POLICY_TIME,internal,"Allows an application to manage device policy relating to time. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_TIME"""
MANAGE_DEVICE_POLICY_USB_DATA_SIGNALLING,android.permission.MANAGE_DEVICE_POLICY_USB_DATA_SIGNALLING,internal,"Allows an application to set policy related to usb data signalling. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_USB_DATA_SIGNALLING"""
MANAGE_DEVICE_POLICY_USB_FILE_TRANSFER,android.permission.MANAGE_DEVICE_POLICY_USB_FILE_TRANSFER,internal,"Allows an application to set policy related to usb file transfers. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_USB_FILE_TRANSFER"""
MANAGE_DEVICE_POLICY_USERS,android.permission.MANAGE_DEVICE_POLICY_USERS,internal,"Allows an application to set policy related to users. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_USERS"""
MANAGE_DEVICE_POLICY_VPN,android.permission.MANAGE_DEVICE_POLICY_VPN,internal,"Allows an application to set policy related to VPNs. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_VPN"""
MANAGE_DEVICE_POLICY_WALLPAPER,android.permission.MANAGE_DEVICE_POLICY_WALLPAPER,internal,"Allows an application to set policy related to the wallpaper. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_WALLPAPER"""
MANAGE_DEVICE_POLICY_WIFI,android.permission.MANAGE_DEVICE_POLICY_WIFI,internal,"Allows an application to set policy related to Wifi. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_WIFI"""
MANAGE_DEVICE_POLICY_WINDOWS,android.permission.MANAGE_DEVICE_POLICY_WINDOWS,internal,"Allows an application to set policy related to windows. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS_FULL is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_WINDOWS"""
MANAGE_DEVICE_POLICY_WIPE_DATA,android.permission.MANAGE_DEVICE_POLICY_WIPE_DATA,internal,"Allows an application to manage policy related to wiping data. Manifest.permission.MANAGE_DEVICE_POLICY_ACROSS_USERS is required to call APIs protected by this permission on users different to the calling user. Protection level: internal|role Intended for use by the DEVICE_POLICY_MANAGEMENT role only. Constant Value: ""android.permission.MANAGE_DEVICE_POLICY_WIPE_DATA"""
MANAGE_DOCUMENTS,android.permission.MANAGE_DOCUMENTS,Unknown,"Allows an application to manage access to documents, usually as part of a document picker. This permission should only be requested by the platform document management app. This permission cannot be granted to third-party apps. Constant Value: ""android.permission.MANAGE_DOCUMENTS"""
MANAGE_EXTERNAL_STORAGE,android.permission.MANAGE_EXTERNAL_STORAGE,signature,"Allows an application a broad access to external storage in scoped storage. Intended to be used by few apps that need to manage files on behalf of the users. Protection level: signature|appop|preinstalled Constant Value: ""android.permission.MANAGE_EXTERNAL_STORAGE"""
MANAGE_MEDIA,android.permission.MANAGE_MEDIA,signature,"Allows an application to modify and delete media files on this device or any connected storage device without user confirmation. Applications must already be granted the READ_EXTERNAL_STORAGE or MANAGE_EXTERNAL_STORAGE } permissions for this permission to take effect. Even if applications are granted this permission, if applications want to modify or delete media files, they also must get the access by calling MediaStore.createWriteRequest(ContentResolver, Collection) , MediaStore.createDeleteRequest(ContentResolver, Collection) , or MediaStore.createTrashRequest(ContentResolver, Collection, boolean) . This permission doesn't give read or write access directly. It only prevents the user confirmation dialog for these requests. If applications are not granted ACCESS_MEDIA_LOCATION , the system also pops up the user confirmation dialog for the write request. Protection level: signature|appop|preinstalled Constant Value: ""android.permission.MANAGE_MEDIA"""
MANAGE_ONGOING_CALLS,android.permission.MANAGE_ONGOING_CALLS,signature,"Allows to query ongoing call details and manage ongoing calls Protection level: signature|appop Constant Value: ""android.permission.MANAGE_ONGOING_CALLS"""
MANAGE_OWN_CALLS,android.permission.MANAGE_OWN_CALLS,normal,"Allows a calling application which manages its own calls through the self-managed ConnectionService APIs. See PhoneAccount.CAPABILITY_SELF_MANAGED for more information on the self-managed ConnectionService APIs. Protection level: normal Constant Value: ""android.permission.MANAGE_OWN_CALLS"""
MANAGE_WIFI_INTERFACES,android.permission.MANAGE_WIFI_INTERFACES,Unknown,"Allows applications to get notified when a Wi-Fi interface request cannot be satisfied without tearing down one or more other interfaces, and provide a decision whether to approve the request or reject it. Not for use by third-party applications. Constant Value: ""android.permission.MANAGE_WIFI_INTERFACES"""
MANAGE_WIFI_NETWORK_SELECTION,android.permission.MANAGE_WIFI_NETWORK_SELECTION,Unknown,"This permission is used to let OEMs grant their trusted app access to a subset of privileged wifi APIs to improve wifi performance. Allows applications to manage Wi-Fi network selection related features such as enable or disable global auto-join, modify connectivity scan intervals, and approve Wi-Fi Direct connections. Not for use by third-party applications. Constant Value: ""android.permission.MANAGE_WIFI_NETWORK_SELECTION"""
MASTER_CLEAR,android.permission.MASTER_CLEAR,Unknown,"Not for use by third-party applications. Constant Value: ""android.permission.MASTER_CLEAR"""
MEDIA_CONTENT_CONTROL,android.permission.MEDIA_CONTENT_CONTROL,Unknown,"Allows an application to know what content is playing and control its playback. Not for use by third-party applications due to privacy of media consumption Constant Value: ""android.permission.MEDIA_CONTENT_CONTROL"""
MEDIA_ROUTING_CONTROL,android.permission.MEDIA_ROUTING_CONTROL,Unknown,"Allows an application to control the routing of media apps. Only for use by role COMPANION_DEVICE_WATCH Constant Value: ""android.permission.MEDIA_ROUTING_CONTROL"""
MODIFY_AUDIO_SETTINGS,android.permission.MODIFY_AUDIO_SETTINGS,normal,"Allows an application to modify global audio settings. Protection level: normal Constant Value: ""android.permission.MODIFY_AUDIO_SETTINGS"""
MODIFY_PHONE_STATE,android.permission.MODIFY_PHONE_STATE,Unknown,"Allows modification of the telephony state - power on, mmi, etc. Does not include placing calls. Not for use by third-party applications. Constant Value: ""android.permission.MODIFY_PHONE_STATE"""
MOUNT_FORMAT_FILESYSTEMS,android.permission.MOUNT_FORMAT_FILESYSTEMS,Unknown,"Allows formatting file systems for removable storage. Not for use by third-party applications. Constant Value: ""android.permission.MOUNT_FORMAT_FILESYSTEMS"""
MOUNT_UNMOUNT_FILESYSTEMS,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,Unknown,"Allows mounting and unmounting file systems for removable storage. Not for use by third-party applications. Constant Value: ""android.permission.MOUNT_UNMOUNT_FILESYSTEMS"""
NEARBY_WIFI_DEVICES,android.permission.NEARBY_WIFI_DEVICES,dangerous,"Required to be able to advertise and connect to nearby devices via Wi-Fi. Protection level: dangerous Constant Value: ""android.permission.NEARBY_WIFI_DEVICES"""
NFC_PREFERRED_PAYMENT_INFO,android.permission.NFC_PREFERRED_PAYMENT_INFO,normal,"Allows applications to receive NFC preferred payment service information. Protection level: normal Constant Value: ""android.permission.NFC_PREFERRED_PAYMENT_INFO"""
NFC_TRANSACTION_EVENT,android.permission.NFC_TRANSACTION_EVENT,normal,"Allows applications to receive NFC transaction events. Protection level: normal Constant Value: ""android.permission.NFC_TRANSACTION_EVENT"""
OVERRIDE_WIFI_CONFIG,android.permission.OVERRIDE_WIFI_CONFIG,Unknown,"Allows an application to modify any wifi configuration, even if created by another application. Once reconfigured the original creator cannot make any further modifications. Not for use by third-party applications. Constant Value: ""android.permission.OVERRIDE_WIFI_CONFIG"""
PACKAGE_USAGE_STATS,android.permission.PACKAGE_USAGE_STATS,signature,"Allows an application to collect component usage statistics Declaring the permission implies intention to use the API and the user of the device can grant permission through the Settings application. Protection level: signature|privileged|development|appop|retailDemo Constant Value: ""android.permission.PACKAGE_USAGE_STATS"""
PERSISTENT_ACTIVITY,android.permission.PERSISTENT_ACTIVITY,Unknown,"Deprecated in API level 15 This constant was deprecated in API level 15. This functionality will be removed in the future; please do not use. Allow an application to make its activities persistent. Constant Value: ""android.permission.PERSISTENT_ACTIVITY"""
POST_NOTIFICATIONS,android.permission.POST_NOTIFICATIONS,dangerous,"Allows an app to post notifications Protection level: dangerous Constant Value: ""android.permission.POST_NOTIFICATIONS"""
POST_PROMOTED_NOTIFICATIONS,android.permission.POST_PROMOTED_NOTIFICATIONS,normal,"POST_PROMOTED_NOTIFICATIONS Added in version 36.1 Required for apps to post promoted notifications. This is required in addition to (not instead of) ERROR(/android.app.Manifest.permission#POST_NOTIFICATIONS) . Protection level: normal|appops Constant Value: ""android.permission.POST_PROMOTED_NOTIFICATIONS"""
PROCESS_OUTGOING_CALLS,android.permission.PROCESS_OUTGOING_CALLS,dangerous,"Deprecated in API level 29 This constant was deprecated in API level 29. Applications should use CallRedirectionService instead of the Intent.ACTION_NEW_OUTGOING_CALL broadcast. Allows an application to see the number being dialed during an outgoing call with the option to redirect the call to a different number or abort the call altogether. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.PROCESS_OUTGOING_CALLS"""
PROVIDE_OWN_AUTOFILL_SUGGESTIONS,android.permission.PROVIDE_OWN_AUTOFILL_SUGGESTIONS,internal,"Allows an application to display its suggestions using the autofill framework. For now, this permission is only granted to the Browser application. Protection level: internal|role Constant Value: ""android.permission.PROVIDE_OWN_AUTOFILL_SUGGESTIONS"""
PROVIDE_REMOTE_CREDENTIALS,android.permission.PROVIDE_REMOTE_CREDENTIALS,signature,"Allows an application to be able to store and retrieve credentials from a remote device. Protection level: signature|privileged|role Constant Value: ""android.permission.PROVIDE_REMOTE_CREDENTIALS"""
QUERY_ADVANCED_PROTECTION_MODE,android.permission.QUERY_ADVANCED_PROTECTION_MODE,Unknown,"Allows an application to query the device's advanced protection mode status. Constant Value: ""android.permission.QUERY_ADVANCED_PROTECTION_MODE"""
QUERY_ALL_PACKAGES,android.permission.QUERY_ALL_PACKAGES,normal,"Allows query of any normal app on the device, regardless of manifest declarations. Protection level: normal Constant Value: ""android.permission.QUERY_ALL_PACKAGES"""
READ_ASSISTANT_APP_SEARCH_DATA,android.permission.READ_ASSISTANT_APP_SEARCH_DATA,Unknown,"Allows an application to query over global data in AppSearch that's visible to the ASSISTANT role. Constant Value: ""android.permission.READ_ASSISTANT_APP_SEARCH_DATA"""
READ_BASIC_PHONE_STATE,android.permission.READ_BASIC_PHONE_STATE,Unknown,"Allows read only access to phone state with a non dangerous permission, including the information like cellular network type, software version. Constant Value: ""android.permission.READ_BASIC_PHONE_STATE"""
READ_CALENDAR,android.permission.READ_CALENDAR,dangerous,"Allows an application to read the user's calendar data. Protection level: dangerous Constant Value: ""android.permission.READ_CALENDAR"""
READ_CALL_LOG,android.permission.READ_CALL_LOG,dangerous,"Allows an application to read the user's call log. Note: If your app uses the READ_CONTACTS permission and both your minSdkVersion and targetSdkVersion values are set to 15 or lower, the system implicitly grants your app this permission. If you don't need this permission, be sure your targetSdkVersion is 16 or higher. Protection level: dangerous This is a hard restricted permission which cannot be held by an app until the installer on record allowlists the permission. For more details see PackageInstaller.SessionParams.setWhitelistedRestrictedPermissions(Set) . Constant Value: ""android.permission.READ_CALL_LOG"""
READ_COLOR_ZONES,android.permission.READ_COLOR_ZONES,normal,"Allows an application to read the aggregated color zones on the screen for use cases like TV ambient backlight usages. Protection level: normal Constant Value: ""android.permission.READ_COLOR_ZONES"""
READ_CONTACTS,android.permission.READ_CONTACTS,dangerous,"Allows an application to read the user's contacts data. Protection level: dangerous Constant Value: ""android.permission.READ_CONTACTS"""
READ_DROPBOX_DATA,android.permission.READ_DROPBOX_DATA,Unknown,"Allows an application to access the data in Dropbox. Not for use by third-party applications. Constant Value: ""android.permission.READ_DROPBOX_DATA"""
READ_EXTERNAL_STORAGE,android.permission.READ_EXTERNAL_STORAGE,dangerous,"Allows an application to read from external storage. Note: Starting in API level 33, this permission has no effect. If your app accesses other apps' media files, request one or more of these permissions instead: READ_MEDIA_IMAGES , READ_MEDIA_VIDEO , READ_MEDIA_AUDIO . Learn more about the storage permissions that are associated with media files. This permission is enforced starting in API level 19. Before API level 19, this permission is not enforced and all apps still have access to read from external storage. You can test your app with the permission enforced by enabling Protect USB storage under Developer options in the Settings app on a device running Android 4.1 or higher. Also starting in API level 19, this permission is not required to read or write files in your application-specific directories returned by Context.getExternalFilesDir(String) and Context.getExternalCacheDir() . Starting in API level 29, apps don't need to request this permission to access files in their app-specific directory on external storage, or their own files in the MediaStore . Apps shouldn't request this permission unless they need to access other apps' files in the MediaStore . Read more about these changes in the scoped storage section of the developer documentation. If both your minSdkVersion and targetSdkVersion values are set to 3 or lower, the system implicitly grants your app this permission. If you don't need this permission, be sure your targetSdkVersion is 4 or higher. This is a soft"
READ_HOME_APP_SEARCH_DATA,android.permission.READ_HOME_APP_SEARCH_DATA,Unknown,"Allows an application to query over global data in AppSearch that's visible to the HOME role. Constant Value: ""android.permission.READ_HOME_APP_SEARCH_DATA"""
READ_INPUT_STATE,android.permission.READ_INPUT_STATE,Unknown,"Deprecated in API level 16 This constant was deprecated in API level 16. The API that used this permission has been removed. Allows an application to retrieve the current state of keys and switches. Not for use by third-party applications. Constant Value: ""android.permission.READ_INPUT_STATE"""
READ_LOGS,android.permission.READ_LOGS,Unknown,"Allows an application to read the low-level system log files. Not for use by third-party applications, because Log entries can contain the user's private information. Constant Value: ""android.permission.READ_LOGS"""
READ_MEDIA_AUDIO,android.permission.READ_MEDIA_AUDIO,dangerous,"Allows an application to read audio files from external storage. This permission is enforced starting in API level Build.VERSION_CODES.TIRAMISU . An app which targets Build.VERSION_CODES.TIRAMISU or higher and needs to read audio files from external storage must hold this permission; READ_EXTERNAL_STORAGE is not required. For apps with a targetSdkVersion of Build.VERSION_CODES.S_V2 or lower, the READ_EXTERNAL_STORAGE permission is required, instead, to read audio files. Protection level: dangerous Constant Value: ""android.permission.READ_MEDIA_AUDIO"""
READ_MEDIA_IMAGES,android.permission.READ_MEDIA_IMAGES,dangerous,"Allows an application to read image files from external storage. This permission is enforced starting in API level Build.VERSION_CODES.TIRAMISU . An app which targets Build.VERSION_CODES.TIRAMISU or higher and needs to read image files from external storage must hold this permission; READ_EXTERNAL_STORAGE is not required. For apps with a targetSdkVersion of Build.VERSION_CODES.S_V2 or lower, the READ_EXTERNAL_STORAGE permission is required, instead, to read image files. Protection level: dangerous Constant Value: ""android.permission.READ_MEDIA_IMAGES"""
READ_MEDIA_VIDEO,android.permission.READ_MEDIA_VIDEO,dangerous,"Allows an application to read video files from external storage. This permission is enforced starting in API level Build.VERSION_CODES.TIRAMISU . An app which targets Build.VERSION_CODES.TIRAMISU or higher and needs to read video files from external storage must hold this permission; READ_EXTERNAL_STORAGE is not required. For apps with a targetSdkVersion of Build.VERSION_CODES.S_V2 or lower, the READ_EXTERNAL_STORAGE permission is required, instead, to read video files. Protection level: dangerous Constant Value: ""android.permission.READ_MEDIA_VIDEO"""
READ_MEDIA_VISUAL_USER_SELECTED,android.permission.READ_MEDIA_VISUAL_USER_SELECTED,dangerous,"Allows an application to read image or video files from external storage that a user has selected via the permission prompt photo picker. Apps can check this permission to verify that a user has decided to use the photo picker, instead of granting access to READ_MEDIA_IMAGES or READ_MEDIA_VIDEO . It does not prevent apps from accessing the standard photo picker manually. This permission should be requested alongside READ_MEDIA_IMAGES and/or READ_MEDIA_VIDEO , depending on which type of media is desired. This permission will be automatically added to an app's manifest if the app requests READ_MEDIA_IMAGES , READ_MEDIA_VIDEO , or ACCESS_MEDIA_LOCATION regardless of target SDK. If an app does not request this permission, then the grant dialog will return `PERMISSION_GRANTED` for READ_MEDIA_IMAGES and/or READ_MEDIA_VIDEO , but the app will only have access to the media selected by the user. This false grant state will persist until the app goes into the background. Protection level: dangerous Constant Value: ""android.permission.READ_MEDIA_VISUAL_USER_SELECTED"""
READ_NEARBY_STREAMING_POLICY,android.permission.READ_NEARBY_STREAMING_POLICY,Unknown,"Allows an application to read nearby streaming policy. The policy controls whether to allow the device to stream its notifications and apps to nearby devices. Applications that are not the device owner will need this permission to call DevicePolicyManager.getNearbyNotificationStreamingPolicy() or DevicePolicyManager.getNearbyAppStreamingPolicy() . Constant Value: ""android.permission.READ_NEARBY_STREAMING_POLICY"""
READ_PHONE_NUMBERS,android.permission.READ_PHONE_NUMBERS,dangerous,"Allows read access to the device's phone number(s), which is exposed to instant applications. Protection level: dangerous Constant Value: ""android.permission.READ_PHONE_NUMBERS"""
READ_PHONE_STATE,android.permission.READ_PHONE_STATE,dangerous,"Allows read only access to phone state, including the current cellular network information, the status of any ongoing calls, and a list of any PhoneAccount s registered on the device. Note: If both your minSdkVersion and targetSdkVersion values are set to 3 or lower, the system implicitly grants your app this permission. If you don't need this permission, be sure your targetSdkVersion is 4 or higher. Protection level: dangerous Constant Value: ""android.permission.READ_PHONE_STATE"""
READ_PRECISE_PHONE_STATE,android.permission.READ_PRECISE_PHONE_STATE,Unknown,"Allows read only access to precise phone state. Allows reading of detailed information about phone state for special-use applications such as dialers, carrier applications, or ims applications. Constant Value: ""android.permission.READ_PRECISE_PHONE_STATE"""
