App Name,Total Score,Installs,Review Matches TR,Review Matches EN,Desc Matches,Package Name,,Score,URL
dundle: Prepaid Cards & eGifts,4,500000,,ISR,,com.dundle.app,,,https://play.google.com/store/apps/details?id=com.dundle.app&hl=tr&gl=tr
GoHenry by Acorns Kids Banking,4,1000000,,mission,,com.pktmny.mobile,,,https://play.google.com/store/apps/details?id=com.pktmny.mobile&hl=tr&gl=tr
USAF PFA & USSF HPA Calculator,4,10000,,PT test,,com.patricksmith.USAF_PT_Calculator,,,https://play.google.com/store/apps/details?id=com.patricksmith.USAF_PT_Calculator&hl=tr&gl=tr
Devriye,4,50,,,devriye,com.patrolapp,,,https://play.google.com/store/apps/details?id=com.patrolapp&hl=tr&gl=tr
Fitness Tests,4,10000,,,kondisyon testi,theappmatch.fittest,,,https://play.google.com/store/apps/details?id=theappmatch.fittest&hl=tr&gl=tr
Netflix,4,1000000000,ranger,,,com.netflix.mediaclient,,3.5029113,https://play.google.com/store/apps/details?id=com.netflix.mediaclient&hl=tr&gl=tr
Files by Google,4,5000000000,,mission,,com.google.android.apps.nbu.files,,4.5256343,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.files&hl=tr&gl=tr
Survivor Z: Zombie Survival,4,1000000,,mission,,com.EternalStudio.SurvivorZ,,3.96,https://play.google.com/store/apps/details?id=com.EternalStudio.SurvivorZ&hl=tr&gl=tr
Zero City: Bunker and Shelter,4,10000000,birlik,,,com.beingame.zc.zombie.shelter.survival,,4.226218,https://play.google.com/store/apps/details?id=com.beingame.zc.zombie.shelter.survival&hl=tr&gl=tr
EXIF Remover+,4,50,,,EXIF Remover,com.gkminteractive.utilities.exif_remover.exif_remover,,,https://play.google.com/store/apps/details?id=com.gkminteractive.utilities.exif_remover.exif_remover&hl=tr&gl=tr
Voidpet Dungeon,4,1000000,,mission,,com.voidpet.dungeon,,4.67,https://play.google.com/store/apps/details?id=com.voidpet.dungeon&hl=tr&gl=tr
Clarity - CBT Thought Diary,4,500000,,ISR,,com.moodtools.cbtassistant.app,,4,https://play.google.com/store/apps/details?id=com.moodtools.cbtassistant.app&hl=tr&gl=tr
Baby Daybook - Newborn Tracker,4,1000000,UTM,,,com.drillyapps.babydaybook,,4.71,https://play.google.com/store/apps/details?id=com.drillyapps.babydaybook&hl=tr&gl=tr
"talabat: Food, grocery & more",4,10000000,,mission,,com.talabat,,4.16,https://play.google.com/store/apps/details?id=com.talabat&hl=tr&gl=tr
Combat Zone,4,100,,,,com.raims.combatzone,,,https://play.google.com/store/apps/details?id=com.raims.combatzone&hl=tr&gl=tr
Easy Homescreen,4,10000000,,mission,,easy.launcher,,3.8588235,https://play.google.com/store/apps/details?id=easy.launcher&hl=tr&gl=tr
TruckMap - Truck GPS Routes,4,500000,,OFFLINE MAP,,com.truckmap.truckmap,,,https://play.google.com/store/apps/details?id=com.truckmap.truckmap&hl=tr&gl=tr
"Toobit: Buy BTC, ETH & Crypto",4,1000000,,ISR,,com.planet.toobit,,4.4851484,https://play.google.com/store/apps/details?id=com.planet.toobit&hl=tr&gl=tr
Nipto: Split Household Chores,4,500000,,mission,,com.nipto.niptoapp,,4.5833335,https://play.google.com/store/apps/details?id=com.nipto.niptoapp&hl=tr&gl=tr
HSBC India,4,1000000,,mission,,in.hsbc.hsbcindia,,4.1,https://play.google.com/store/apps/details?id=in.hsbc.hsbcindia&hl=tr&gl=tr
FieldPulse,4,10000,,in the field,,com.fieldpulse.app,,,https://play.google.com/store/apps/details?id=com.fieldpulse.app&hl=tr&gl=tr
Waypoints - The Military App,4,500,,,WAYPOINT,com.sandboxx.waypoints,,,https://play.google.com/store/apps/details?id=com.sandboxx.waypoints&hl=tr&gl=tr
ServiceTitan Field,4,10000,,in the field,,com.servicetitan.work,,,https://play.google.com/store/apps/details?id=com.servicetitan.work&hl=tr&gl=tr
Path to Nowhere,4,1000000,,combat,,com.zy.wqmt.global,,4.36,https://play.google.com/store/apps/details?id=com.zy.wqmt.global&hl=tr&gl=tr
SQUAD: The private social app.,4,100,,,"birlik, squad",earth.squad.squad,,,https://play.google.com/store/apps/details?id=earth.squad.squad&hl=tr&gl=tr
TRX: Home Workout App,4,500000,,tactical,,member.android.trxshop,,3.95,https://play.google.com/store/apps/details?id=member.android.trxshop&hl=tr&gl=tr
Technogym - fitness & workout,4,1000000,,mission,,com.technogym.tgapp,,4.191489,https://play.google.com/store/apps/details?id=com.technogym.tgapp&hl=tr&gl=tr
Ovulation & Period Tracker,4,10000000,UTM,,,periodtracker.pregnancy.ovulationtracker,,4.7663865,https://play.google.com/store/apps/details?id=periodtracker.pregnancy.ovulationtracker&hl=tr&gl=tr
Army Commander,4,10000000,,,"UTM, birlik",com.iu.armypioneer,,3.387097,https://play.google.com/store/apps/details?id=com.iu.armypioneer&hl=tr&gl=tr
Tetris® Block Party,4,500000,,mission,,com.playstudios.tetrisblockparty,,4.5392156,https://play.google.com/store/apps/details?id=com.playstudios.tetrisblockparty&hl=tr&gl=tr
Hevy - Gym Log Workout Tracker,4,5000000,UTM,,,com.hevy,,4.8711658,https://play.google.com/store/apps/details?id=com.hevy&hl=tr&gl=tr
Red Bull TV: Videos & Sports,4,10000000,UTM,,,com.nousguide.android.rbtv,,3.409091,https://play.google.com/store/apps/details?id=com.nousguide.android.rbtv&hl=tr&gl=tr
Golf GPS Range Finder &Yardage,4,100000,,Rangefinder,,com.infotalk.android.rangefinder,,,https://play.google.com/store/apps/details?id=com.infotalk.android.rangefinder&hl=tr&gl=tr
IRS2Go,4,10000000,,mission,,gov.irs,,0,https://play.google.com/store/apps/details?id=gov.irs&hl=tr&gl=tr
COMPTIA EXAM PREP 2026,4,10000,,ISR,,com.aleosapps.QuizzAppComptiaFull,,,https://play.google.com/store/apps/details?id=com.aleosapps.QuizzAppComptiaFull&hl=tr&gl=tr
eCompliance – Safety App,4,50000,,mission,,com.ecompliance.mobile,,,https://play.google.com/store/apps/details?id=com.ecompliance.mobile&hl=tr&gl=tr
PrintGo,4,10000,,mission,,com.printgo,,,https://play.google.com/store/apps/details?id=com.printgo&hl=tr&gl=tr
epocrates: Drug Checker App,4,1000000,mission,,,com.epocrates,,4.142857,https://play.google.com/store/apps/details?id=com.epocrates&hl=tr&gl=tr
Silhouette Go,4,500000,,mission,,com.SilhouetteSoftware.SilhouetteGo,,3.5384614,https://play.google.com/store/apps/details?id=com.SilhouetteSoftware.SilhouetteGo&hl=tr&gl=tr
Go Go Magnet: Fish & Merge,4,500000,,,"UTM, birlik",com.ohbibi.games.bubble.ship.merge.magnet,,4.56,https://play.google.com/store/apps/details?id=com.ohbibi.games.bubble.ship.merge.magnet&hl=tr&gl=tr
eufy-original eufy Security,4,5000000,,mission,,com.oceanwing.battery.cam,,4.16,https://play.google.com/store/apps/details?id=com.oceanwing.battery.cam&hl=tr&gl=tr
AlfredCamera Home Security app,4,50000000,,Surveillance,,com.ivuu,,4.72549,https://play.google.com/store/apps/details?id=com.ivuu&hl=tr&gl=tr
Eurostar: Train travel & Hotel,4,1000000,,ISR,,com.eurostar.androidapp,,4.6125,https://play.google.com/store/apps/details?id=com.eurostar.androidapp&hl=tr&gl=tr
ILTV News,4,50000,,ISR,,ott.iltv,,,https://play.google.com/store/apps/details?id=ott.iltv&hl=tr&gl=tr
Military Academy 3D,4,1000000,,mission,,com.slg.MilitaryAcademy3D,,4.08,https://play.google.com/store/apps/details?id=com.slg.MilitaryAcademy3D&hl=tr&gl=tr
Instagram,4,5000000000,birlik,,,com.instagram.android,,4.093063,https://play.google.com/store/apps/details?id=com.instagram.android&hl=tr&gl=tr
Shot Scope,4,100000,,mission,,com.shotscope,,,https://play.google.com/store/apps/details?id=com.shotscope&hl=tr&gl=tr
Security Camera CZ,4,1000000,mission,,,cz.scamera.securitycamera,,4.080808,https://play.google.com/store/apps/details?id=cz.scamera.securitycamera&hl=tr&gl=tr
IP Camera Viewer,4,1000000,,mission,,com.kapron.ap.aicamview.tv,,3.7,https://play.google.com/store/apps/details?id=com.kapron.ap.aicamview.tv&hl=tr&gl=tr
Guess Who: Meet the Crew,4,100000,,squad,,com.playdatedigital.guesswho,,0,https://play.google.com/store/apps/details?id=com.playdatedigital.guesswho&hl=tr&gl=tr
ebtEDGE,4,1000000,,mission,,com.fis.ebtedge,,,https://play.google.com/store/apps/details?id=com.fis.ebtedge&hl=tr&gl=tr
Bushnell Golf Mobile,4,100000,,Rangefinder,,com.bushnell.golf,,,https://play.google.com/store/apps/details?id=com.bushnell.golf&hl=tr&gl=tr
Reverse Image Search Finder,4,100000,,mission,,com.appdroid.searchbylens,,3.125,https://play.google.com/store/apps/details?id=com.appdroid.searchbylens&hl=tr&gl=tr
Yubo: Make friends & chat now,4,10000000,,ISR,,co.yellw.yellowapp,,3.86,https://play.google.com/store/apps/details?id=co.yellw.yellowapp&hl=tr&gl=tr
Meetup: Social Events & Groups,4,10000000,birlik,,,com.meetup,,3.7019868,https://play.google.com/store/apps/details?id=com.meetup&hl=tr&gl=tr
OK: Social Network,4,100000000,,mission,,ru.ok.android,,4.489258,https://play.google.com/store/apps/details?id=ru.ok.android&hl=tr&gl=tr
Philips Hue,4,10000000,UTM,,,com.philips.lighting.hue2,,4.820359,https://play.google.com/store/apps/details?id=com.philips.lighting.hue2&hl=tr&gl=tr
NBC Sports,4,1000000,,mission,,com.nbcsports.apps.tv,,,https://play.google.com/store/apps/details?id=com.nbcsports.apps.tv&hl=tr&gl=tr
Quicken Simplifi: Budget Smart,4,500000,,,"UTM, birlik",com.quicken.acme,,,https://play.google.com/store/apps/details?id=com.quicken.acme&hl=tr&gl=tr
Batch Rename and Organize,4,100000,,mission,,eu.duong.picturemanager,,4,https://play.google.com/store/apps/details?id=eu.duong.picturemanager&hl=tr&gl=tr
PFT Lectures,4,10,,,PFT,com.ketteringseminars.pftlectures,,,https://play.google.com/store/apps/details?id=com.ketteringseminars.pftlectures&hl=tr&gl=tr
MyCAF,4,10000,,mission,,ca.gc.forces.navymarine.myrcn,,,https://play.google.com/store/apps/details?id=ca.gc.forces.navymarine.myrcn&hl=tr&gl=tr
OnePay – Mobile Banking,4,5000000,,mission,,com.onefinance.one,,,https://play.google.com/store/apps/details?id=com.onefinance.one&hl=tr&gl=tr
1945 Air Force: Airplane Games,4,100000000,,mission,,com.os.airforce,,4.739177,https://play.google.com/store/apps/details?id=com.os.airforce&hl=tr&gl=tr
MissionControl Mobile,3,1000,,,mission,com.mami.missioncontrol,,,https://play.google.com/store/apps/details?id=com.mami.missioncontrol&hl=tr&gl=tr
Tertiary Deployment App,3,50,,,operasyon,com.tertiarydeployment,,,https://play.google.com/store/apps/details?id=com.tertiarydeployment&hl=tr&gl=tr
Medsbit Medication Tracker,3,10000,,,"UTM, birlik",all.pillreminder.medicationtracker.medsalarm,,,https://play.google.com/store/apps/details?id=all.pillreminder.medicationtracker.medsalarm&hl=tr&gl=tr
MedControl: Meds & Vitals,3,100000,,,UTM,es.medcontrol,,,https://play.google.com/store/apps/details?id=es.medcontrol&hl=tr&gl=tr
AppSailer - Instant Deployment,3,10,,,birlik,com.fiveone.appsailer,,,https://play.google.com/store/apps/details?id=com.fiveone.appsailer&hl=tr&gl=tr
Deployment Manager,3,1000,,,deployment,com.stanley.deployment,,,https://play.google.com/store/apps/details?id=com.stanley.deployment&hl=tr&gl=tr
Tactical Strike,3,500000,,,tactical,net.mbc.TacticalStrike,,,https://play.google.com/store/apps/details?id=net.mbc.TacticalStrike&hl=tr&gl=tr
Vacation Countdown App,3,5000000,,,"UTM, birlik",kulana.tools.vacationcountdown,,4.6981134,https://play.google.com/store/apps/details?id=kulana.tools.vacationcountdown&hl=tr&gl=tr
Injustice 2,3,10000000,,,"birlik, squad",com.wb.goog.injustice.brawler2017,,3.962575,https://play.google.com/store/apps/details?id=com.wb.goog.injustice.brawler2017&hl=tr&gl=tr
"Walkie Talkie, Push to Talk",3,1000000,,,birlik,walkie.talkie.talk,,4.075,https://play.google.com/store/apps/details?id=walkie.talkie.talk&hl=tr&gl=tr
Mission Team,3,100,,,mission,com.missions.missions,,,https://play.google.com/store/apps/details?id=com.missions.missions&hl=tr&gl=tr
Airsoft Ballistics Calculator,3,10000,,,Ballistics,com.mobc.completeairsoftcalculator,,,https://play.google.com/store/apps/details?id=com.mobc.completeairsoftcalculator&hl=tr&gl=tr
Digiscope Ballistics,3,10000,,,KOORDINAT,com.nimoh.digiscopeballistics,,,https://play.google.com/store/apps/details?id=com.nimoh.digiscopeballistics&hl=tr&gl=tr
ALPHA MISSION II ACA NEOGEO,3,500,,,mission,com.snk.acaaso2,,,https://play.google.com/store/apps/details?id=com.snk.acaaso2&hl=tr&gl=tr
Mission Critical Protocols,3,1000,,,birlik,io.mcprotocols,,,https://play.google.com/store/apps/details?id=io.mcprotocols&hl=tr&gl=tr
Mission Sync,3,10000,,,mission,app.trucker.notifications,,,https://play.google.com/store/apps/details?id=app.trucker.notifications&hl=tr&gl=tr
Mission Inondation,3,1000,,,UTM,com.Almedia.JeuInondation,,,https://play.google.com/store/apps/details?id=com.Almedia.JeuInondation&hl=tr&gl=tr
Barracks Gym,3,50,,,Barracks,com.trainerize.barrackstrainingclub,,,https://play.google.com/store/apps/details?id=com.trainerize.barrackstrainingclub&hl=tr&gl=tr
Total Connect Comfort,3,1000000,,,"UTM, birlik",com.honeywell.mobile.android.totalComfort,,0,https://play.google.com/store/apps/details?id=com.honeywell.mobile.android.totalComfort&hl=tr&gl=tr
Body by Barracks,3,50,,,Barracks,com.trainerize.thestrengthbarracks,,,https://play.google.com/store/apps/details?id=com.trainerize.thestrengthbarracks&hl=tr&gl=tr
Battlefield Deadly Hunt,3,10000,,,battlefield,com.battlefield.deadlyhunt,,,https://play.google.com/store/apps/details?id=com.battlefield.deadlyhunt&hl=tr&gl=tr
Military Workout: Muscle Max,3,1000,,,"tatbikat, operasyon",net.workoutinc.military_workout_asian_pilates,,,https://play.google.com/store/apps/details?id=net.workoutinc.military_workout_asian_pilates&hl=tr&gl=tr
Marine Ranger,3,1000,,,ranger,org.blueworld.marineranger,,,https://play.google.com/store/apps/details?id=org.blueworld.marineranger&hl=tr&gl=tr
WiFi Ranger,3,50,,,ranger,com.wificatcher.wifi_distance_catcher,,,https://play.google.com/store/apps/details?id=com.wificatcher.wifi_distance_catcher&hl=tr&gl=tr
Ranger Store,3,1000,,,ranger,com.marpicosa.rangerstore,,,https://play.google.com/store/apps/details?id=com.marpicosa.rangerstore&hl=tr&gl=tr
Frontline Army:Assault Warfare,3,500000,,,birlik,com.ParsisGames.BattleMastersEn,,4.304348,https://play.google.com/store/apps/details?id=com.ParsisGames.BattleMastersEn&hl=tr&gl=tr
Rise of Kingdoms: Lost Crusade,3,50000000,,,birlik,com.lilithgame.roc.gp,,4.545824,https://play.google.com/store/apps/details?id=com.lilithgame.roc.gp&hl=tr&gl=tr
Birlik ML,3,50,,,birlik,com.badmotto.birlik,,0,https://play.google.com/store/apps/details?id=com.badmotto.birlik&hl=tr&gl=tr
Birlik Haber-Sen,3,1000,,,birlik,com.fty.birlikhabersen,,4.4615383,https://play.google.com/store/apps/details?id=com.fty.birlikhabersen&hl=tr&gl=tr
Platoon,3,10,,,platoon,com.trainerize.platoon,,,https://play.google.com/store/apps/details?id=com.trainerize.platoon&hl=tr&gl=tr
Waypoint RTC Alumni Community,3,500,,,WAYPOINT,com.caredfor.wrc,,,https://play.google.com/store/apps/details?id=com.caredfor.wrc&hl=tr&gl=tr
Platoon Fitness,3,100,,,platoon,com.fitnessmobileapps.platoonfitness,,,https://play.google.com/store/apps/details?id=com.fitnessmobileapps.platoonfitness&hl=tr&gl=tr
Solitaire,3,10000000,,,"UTM, birlik",com.betterforsol.solitaire.card.games.free,,4.07563,https://play.google.com/store/apps/details?id=com.betterforsol.solitaire.card.games.free&hl=tr&gl=tr
Waypoint GPS,3,1000,,,WAYPOINT,net.em2m.app.waypointgps,,,https://play.google.com/store/apps/details?id=net.em2m.app.waypointgps&hl=tr&gl=tr
Squad Blitz,3,100,,,squad,com.squadblitz,,,https://play.google.com/store/apps/details?id=com.squadblitz&hl=tr&gl=tr
ATAK Plugin: Drone Hone,3,5000,,,atak,com.atakmap.android.dronehone.plugin,,,https://play.google.com/store/apps/details?id=com.atakmap.android.dronehone.plugin&hl=tr&gl=tr
Squad Hour 2,3,500,,,squad,com.perfectgym.perfectgymgo2.squadhour,,,https://play.google.com/store/apps/details?id=com.perfectgym.perfectgymgo2.squadhour&hl=tr&gl=tr
Waypoint Pro,3,1000,,,WAYPOINT,in.waypoint.pro,,,https://play.google.com/store/apps/details?id=in.waypoint.pro&hl=tr&gl=tr
Ranger Runners,3,100000,,,ranger,com.doudou.ranger.engp,,4.4117646,https://play.google.com/store/apps/details?id=com.doudou.ranger.engp&hl=tr&gl=tr
Doomsday × Attack on Titan,3,50000000,,,birlik,com.igg.android.doomsdaylastsurvivors,,4.50496,https://play.google.com/store/apps/details?id=com.igg.android.doomsdaylastsurvivors&hl=tr&gl=tr
NewBern Battlefield Park,3,1000,,,askeri personel,com.toursphere.newbern,,,https://play.google.com/store/apps/details?id=com.toursphere.newbern&hl=tr&gl=tr
Girls Battlefield 2,3,10000,,,battlefield,com.zensty.warShe2_tel,,0,https://play.google.com/store/apps/details?id=com.zensty.warShe2_tel&hl=tr&gl=tr
City of Battlefield,3,100,,,battlefield,com.apptegy.battlefield,,,https://play.google.com/store/apps/details?id=com.apptegy.battlefield&hl=tr&gl=tr
Mobile Battle field:Gun Master,3,50000,,,"UTM, birlik",com.tweleve.gunmaster,,,https://play.google.com/store/apps/details?id=com.tweleve.gunmaster&hl=tr&gl=tr
Combat Time,3,1000,,,combat,br.com.combattime,,,https://play.google.com/store/apps/details?id=br.com.combattime&hl=tr&gl=tr
Noobly: Find Gamer Friends!,3,500000,,,"battlefield, birlik",com.theedo.noobly,,3.0952382,https://play.google.com/store/apps/details?id=com.theedo.noobly&hl=tr&gl=tr
Fighter Jet Combat : Warzone,3,50000,,,combat,com.ovilex.flightcombat,,3.5333333,https://play.google.com/store/apps/details?id=com.ovilex.flightcombat&hl=tr&gl=tr
PAS128 Site Reconnaissance,3,10,,,reconnaissance,com.kullasoft.siteReconHybrid,,,https://play.google.com/store/apps/details?id=com.kullasoft.siteReconHybrid&hl=tr&gl=tr
Reconnaissance Blind Chess,3,100,,,UTM,edu.jhuapl.android.reconchess,,,https://play.google.com/store/apps/details?id=edu.jhuapl.android.reconchess&hl=tr&gl=tr
Idle Siege: War Tycoon Game,3,1000000,,,"UTM, birlik",com.ludigames.android.anmp.idle.siege,,4.513158,https://play.google.com/store/apps/details?id=com.ludigames.android.anmp.idle.siege&hl=tr&gl=tr
NAT Operasyon,3,100,,,operasyon,com.natyazilim.operation,,,https://play.google.com/store/apps/details?id=com.natyazilim.operation&hl=tr&gl=tr
ISR Mobile Map,3,1000,,,ISR,il.co.isrcorp.isrclient,,,https://play.google.com/store/apps/details?id=il.co.isrcorp.isrclient&hl=tr&gl=tr
ACFT Score Calculator,3,1000,,,ACFT,org.name.ACFTScoreCalculator,,,https://play.google.com/store/apps/details?id=org.name.ACFTScoreCalculator&hl=tr&gl=tr
Boulder BASE: Sci-fi Story TD,3,10000,,,birlik,com.OrcaneGames.BoulderBase,,,https://play.google.com/store/apps/details?id=com.OrcaneGames.BoulderBase&hl=tr&gl=tr
18Birdies Golf GPS Rangefinder,3,1000000,,,tatbikat,com.squarevalley.i8birdies,,4.75,https://play.google.com/store/apps/details?id=com.squarevalley.i8birdies&hl=tr&gl=tr
APFT Calculator,3,500,,,PFT,com.zxmsoft.pft_calculator,,,https://play.google.com/store/apps/details?id=com.zxmsoft.pft_calculator&hl=tr&gl=tr
Brawl Stars,3,100000000,,,"UTM, birlik",com.supercell.brawlstars,,4.2021646,https://play.google.com/store/apps/details?id=com.supercell.brawlstars&hl=tr&gl=tr
Paratrooper,2,100,,,,com.eigine.paratrooper,,,https://play.google.com/store/apps/details?id=com.eigine.paratrooper&hl=tr&gl=tr
Paratrooper,2,50,,,,com.MawashiEntertainment.Paratrooper,,,https://play.google.com/store/apps/details?id=com.MawashiEntertainment.Paratrooper&hl=tr&gl=tr
Merge Master: Dream Creative,2,100000,,,"UTM, birlik",com.mybogames.mergemaster,,3.764706,https://play.google.com/store/apps/details?id=com.mybogames.mergemaster&hl=tr&gl=tr
PARATROOPER INVASION,2,500,,,,com.soldadito.producciones.stopinvasion,,,https://play.google.com/store/apps/details?id=com.soldadito.producciones.stopinvasion&hl=tr&gl=tr
paratroopers,2,50,,,,com.pagazzanhan,,,https://play.google.com/store/apps/details?id=com.pagazzanhan&hl=tr&gl=tr
Boddle,2,500000,,,birlik,com.boddle.learning,,,https://play.google.com/store/apps/details?id=com.boddle.learning&hl=tr&gl=tr
Paratrooper,2,1000,,,,org.softosaurus.diversantfree,,,https://play.google.com/store/apps/details?id=org.softosaurus.diversantfree&hl=tr&gl=tr
The Test Centre,2,1000,,,UTM,com.bridgetech.testcentre,,,https://play.google.com/store/apps/details?id=com.bridgetech.testcentre&hl=tr&gl=tr
Google Photos,2,10000000000,,,"UTM, birlik",com.google.android.apps.photos,,4.401535,https://play.google.com/store/apps/details?id=com.google.android.apps.photos&hl=tr&gl=tr
Clash Royale,2,500000000,,,birlik,com.supercell.clashroyale,,4.363391,https://play.google.com/store/apps/details?id=com.supercell.clashroyale&hl=tr&gl=tr
ASVAB Practice For Dummies,2,100000,,,birlik,com.gwhizmobile.dummiesasvab,,,https://play.google.com/store/apps/details?id=com.gwhizmobile.dummiesasvab&hl=tr&gl=tr
MathCross Master!,2,100000,,,UTM,com.nebula.crossmath,,0,https://play.google.com/store/apps/details?id=com.nebula.crossmath&hl=tr&gl=tr
Memli (Mnemonic Dictionary),2,10000,,,UTM,com.englishdictionary.mnemonicsvocabulary,,,https://play.google.com/store/apps/details?id=com.englishdictionary.mnemonicsvocabulary&hl=tr&gl=tr
Six Pack in 30 Days,2,100000000,,,UTM,sixpack.sixpackabs.absworkout,,4.939579,https://play.google.com/store/apps/details?id=sixpack.sixpackabs.absworkout&hl=tr&gl=tr
Silly Royale -Devil Amongst Us,2,10000000,,,birlik,com.junegaming.devilparty,,3.602518,https://play.google.com/store/apps/details?id=com.junegaming.devilparty&hl=tr&gl=tr
Golfshot Golf GPS RangeFinder,2,1000000,,,,com.shotzoom.golfshot2,,4,https://play.google.com/store/apps/details?id=com.shotzoom.golfshot2&hl=tr&gl=tr
Letsfit,2,500000,,,"UTM, birlik",com.honbow.letsfit,,3.4,https://play.google.com/store/apps/details?id=com.honbow.letsfit&hl=tr&gl=tr
MyChart,2,10000000,,,"UTM, birlik",epic.mychart.android,,0,https://play.google.com/store/apps/details?id=epic.mychart.android&hl=tr&gl=tr
ETV - Operasyon,2,1000,,,,com.etv.operasyon,,2.6842105,https://play.google.com/store/apps/details?id=com.etv.operasyon&hl=tr&gl=tr
PFT Method,2,50,,,,com.trainerize.pftmethod,,,https://play.google.com/store/apps/details?id=com.trainerize.pftmethod&hl=tr&gl=tr
PFT Body Transformation,2,10,,,,com.trainerize.pftbodytransformation,,,https://play.google.com/store/apps/details?id=com.trainerize.pftbodytransformation&hl=tr&gl=tr
Balle PFT,2,10,,,,com.trainerize.ballepft,,,https://play.google.com/store/apps/details?id=com.trainerize.ballepft&hl=tr&gl=tr
ArcSite,2,100000,,,birlik,com.arcsite.app.android,,4.114286,https://play.google.com/store/apps/details?id=com.arcsite.app.android&hl=tr&gl=tr
PT Test System,2,100,,,,pt_testsystem.taoweb.at,,,https://play.google.com/store/apps/details?id=pt_testsystem.taoweb.at&hl=tr&gl=tr
Remote Surveillance Camera,2,10000,,,,app.lcast,,0,https://play.google.com/store/apps/details?id=app.lcast&hl=tr&gl=tr
תגבורים ISR,2,100,,,,com.isr.bus,,,https://play.google.com/store/apps/details?id=com.isr.bus&hl=tr&gl=tr
Special Forces Combat Training,2,10000,,,,com.fitivity.seals_ranger_combat,,0,https://play.google.com/store/apps/details?id=com.fitivity.seals_ranger_combat&hl=tr&gl=tr
PDF Scanner - Scanit Scanner,2,100000,,,birlik,com.apps10x.scannerapp,,4.090909,https://play.google.com/store/apps/details?id=com.apps10x.scannerapp&hl=tr&gl=tr
PFT QuantBot,2,10000,,,,com.wnvfxmn.vbjtbfoah,,,https://play.google.com/store/apps/details?id=com.wnvfxmn.vbjtbfoah&hl=tr&gl=tr
PFT Healthy Schools Tracker,2,10,,,,com.pftschoolsreporter,,,https://play.google.com/store/apps/details?id=com.pftschoolsreporter&hl=tr&gl=tr
Basic-Fit,2,5000000,,,birlik,com.basicfit.trainingApp,,4.6666665,https://play.google.com/store/apps/details?id=com.basicfit.trainingApp&hl=tr&gl=tr
Hero Royale: PvP Tower Defense,2,100000,,,"UTM, birlik",com.typeten.heroroyale,,4.5185184,https://play.google.com/store/apps/details?id=com.typeten.heroroyale&hl=tr&gl=tr
isrTAP,2,50,,,,com.isrtech.isrpayEMV,,,https://play.google.com/store/apps/details?id=com.isrtech.isrpayEMV&hl=tr&gl=tr
ISR נהג,2,1000,,,,com.isr.sendposnn,,,https://play.google.com/store/apps/details?id=com.isr.sendposnn&hl=tr&gl=tr
GPS Altitude Rangefinder,2,100,,,,com.mumudroid.tsgy,,,https://play.google.com/store/apps/details?id=com.mumudroid.tsgy&hl=tr&gl=tr
Army Cognitive Test 2026,2,10000,,,birlik,com.pineapplestudio.britisharmycognitivetest,,,https://play.google.com/store/apps/details?id=com.pineapplestudio.britisharmycognitivetest&hl=tr&gl=tr
EMT Review Plus,2,10000,,,"birlik, operasyon",com.accella.emtreview,,,https://play.google.com/store/apps/details?id=com.accella.emtreview&hl=tr&gl=tr
Golf GPS Rangefinder for Watch,2,1000,,,,com.golf4watch,,,https://play.google.com/store/apps/details?id=com.golf4watch&hl=tr&gl=tr
Diablo Immortal,2,10000000,,,birlik,com.blizzard.diablo.immortal,,4.8052487,https://play.google.com/store/apps/details?id=com.blizzard.diablo.immortal&hl=tr&gl=tr
YoYo Fitness Test,2,10000,,,kondisyon testi,com.theory.biscuit.yoyotest.free,,,https://play.google.com/store/apps/details?id=com.theory.biscuit.yoyotest.free&hl=tr&gl=tr
Личный кабинет военнослужащего,2,50000,,,"askeri personel, operasyon",com.mta.developer.cabinet_web,,,https://play.google.com/store/apps/details?id=com.mta.developer.cabinet_web&hl=tr&gl=tr
YoYo Fitness Test Pro,2,500,,,kondisyon testi,com.theory.biscuit.yoyotest.paid,,,https://play.google.com/store/apps/details?id=com.theory.biscuit.yoyotest.paid&hl=tr&gl=tr
Zombie Hunter 2,2,100000,,,operasyon,com.onemb.zombie.hunter,,4.54,https://play.google.com/store/apps/details?id=com.onemb.zombie.hunter&hl=tr&gl=tr
Surveillance,2,10,,,,com.walden.security,,,https://play.google.com/store/apps/details?id=com.walden.security&hl=tr&gl=tr
Where Is? Find Hidden Objects,2,500000,,,"UTM, birlik",com.unicostudio.hiddenobjects,,4.643564,https://play.google.com/store/apps/details?id=com.unicostudio.hiddenobjects&hl=tr&gl=tr
Wow.ink reconnaissance d’image,2,5000,,,,fr.naodesign.wowink,,,https://play.google.com/store/apps/details?id=fr.naodesign.wowink&hl=tr&gl=tr
Surveillance,2,1000,,,,mn.digitalmedic.surveillance,,,https://play.google.com/store/apps/details?id=mn.digitalmedic.surveillance&hl=tr&gl=tr
Israel Revival - Eng/Span,2,500,,,,com.lightcast.androidtv.israelrevival,,,https://play.google.com/store/apps/details?id=com.lightcast.androidtv.israelrevival&hl=tr&gl=tr
Cover Fire: Offline Shooting,2,100000000,,,operasyon,com.generagames.resistance,,4.5300508,https://play.google.com/store/apps/details?id=com.generagames.resistance&hl=tr&gl=tr
